"journal","issn","quartile","impact_factor","category","jcr_year"
"Networks and Heterogeneous Media","1556-1801","Q3","1.7","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","2025"
"Neurotrauma Reports","N/A","Q3","1.7","Multiple","2025"
"Neurotrauma Reports","2689-288X","Q3","1.7","Multiple","2025"
"Central European Journal of Urology","2080-4806","Q3","1.7","UROLOGY & NEPHROLOGY","2025"
"Central European Journal of Urology","2080-4873","Q3","1.7","UROLOGY & NEPHROLOGY","2025"
"CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING","1475-0961","Q4","1.7","PHYSIOLOGY","2025"
"CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING","1475-097X","Q4","1.7","PHYSIOLOGY","2025"
"DEFENCE AND PEACE ECONOMICS","1024-2694","Q2","1.7","ECONOMICS","2025"
"DEFENCE AND PEACE ECONOMICS","1476-8267","Q2","1.7","ECONOMICS","2025"
"Hand Therapy","1758-9983","Q2","1.7","REHABILITATION","2025"
"Hand Therapy","1758-9991","Q2","1.7","REHABILITATION","2025"
"INTERNATIONAL JOURNAL OF NEUROSCIENCE","0020-7454","Q4","1.7","NEUROSCIENCES","2025"
"INTERNATIONAL JOURNAL OF NEUROSCIENCE","1563-5279","Q4","1.7","NEUROSCIENCES","2025"
"MILITARY PSYCHOLOGY","0899-5605","Q2","1.7","PSYCHOLOGY, MULTIDISCIPLINARY","2025"
"MILITARY PSYCHOLOGY","1532-7876","Q2","1.7","PSYCHOLOGY, MULTIDISCIPLINARY","2025"
"ONCOLOGY NURSING FORUM","0190-535X","Q3","1.7","Multiple","2025"
"ONCOLOGY NURSING FORUM","1538-0688","Q3","1.7","Multiple","2025"
"Abacus-A Journal of Accounting Finance and Business Studies","0001-3072","Q3","1.7","BUSINESS, FINANCE","2025"
"Abacus-A Journal of Accounting Finance and Business Studies","1467-6281","Q3","1.7","BUSINESS, FINANCE","2025"
"Disaster Medicine and Public Health Preparedness","1935-7893","Q3","1.7","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"Disaster Medicine and Public Health Preparedness","1938-744X","Q3","1.7","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"JAPAN AND THE WORLD ECONOMY","0922-1425","Q2","1.7","ECONOMICS","2025"
"JAPAN AND THE WORLD ECONOMY","1879-2006","Q2","1.7","ECONOMICS","2025"
"JOURNAL OF ADDICTIVE DISEASES","1055-0887","Q3","1.7","SUBSTANCE ABUSE","2025"
"JOURNAL OF ADDICTIVE DISEASES","1545-0848","Q3","1.7","SUBSTANCE ABUSE","2025"
"Journal of Human Development and Capabilities","1945-2829","Q3","1.7","DEVELOPMENT STUDIES","2025"
"Journal of Human Development and Capabilities","1945-2837","Q3","1.7","DEVELOPMENT STUDIES","2025"
"Journal of the Indian Academy of Wood Science","0972-172X","Q3","1.7","FORESTRY","2025"
"Journal of the Indian Academy of Wood Science","0976-8432","Q3","1.7","FORESTRY","2025"
"JOURNAL OF VIROLOGICAL METHODS","0166-0934","Q4","1.7","Multiple","2025"
"JOURNAL OF VIROLOGICAL METHODS","1879-0984","Q4","1.7","Multiple","2025"
"Review of Behavioral Finance","1940-5979","Q3","1.7","BUSINESS, FINANCE","2025"
"Review of Behavioral Finance","1940-5987","Q3","1.7","BUSINESS, FINANCE","2025"
"Revista Brasileira de Ginecologia e Obstetricia","0100-7203","Q3","1.7","OBSTETRICS & GYNECOLOGY","2025"
"Revista Brasileira de Ginecologia e Obstetricia","1806-9339","Q3","1.7","OBSTETRICS & GYNECOLOGY","2025"
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","1084-9785","Q3","1.7","Multiple","2025"
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","1557-8852","Q3","1.7","Multiple","2025"
"ECOLOGICAL RESEARCH","0912-3814","Q3","1.7","ECOLOGY","2025"
"ECOLOGICAL RESEARCH","1440-1703","Q3","1.7","ECOLOGY","2025"
"International Journal on Software Tools for Technology Transfer","1433-2779","Q3","1.7","COMPUTER SCIENCE, SOFTWARE ENGINEERING","2025"
"International Journal on Software Tools for Technology Transfer","1433-2787","Q3","1.7","COMPUTER SCIENCE, SOFTWARE ENGINEERING","2025"
"Journal of Nuclear Engineering","N/A","Q3","1.7","Multiple","2025"
"Journal of Nuclear Engineering","2673-4362","Q3","1.7","Multiple","2025"
"Journal of Sports Economics","1527-0025","Q2","1.7","Multiple","2025"
"Journal of Sports Economics","1552-7794","Q2","1.7","Multiple","2025"
"MOBILE NETWORKS & APPLICATIONS","1383-469X","Q3","1.7","Multiple","2025"
"MOBILE NETWORKS & APPLICATIONS","1572-8153","Q3","1.7","Multiple","2025"
"Polar Science","1873-9652","Q3","1.7","Multiple","2025"
"Polar Science","1876-4428","Q3","1.7","Multiple","2025"
"Romanian Journal of Physics","1221-146X","Q3","1.7","PHYSICS, MULTIDISCIPLINARY","2025"
"Advances in Public Health","2356-6868","Q3","1.7","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"Advances in Public Health","2314-7784","Q3","1.7","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"BIOLOGIA","0006-3088","Q3","1.7","BIOLOGY","2025"
"BIOLOGIA","1336-9563","Q3","1.7","BIOLOGY","2025"
"Chilean Journal of Agricultural Research","0718-5839","Q2","1.7","Multiple","2025"
"East European Journal of Physics","2312-4334","Q3","1.7","PHYSICS, MULTIDISCIPLINARY","2025"
"East European Journal of Physics","2312-4539","Q3","1.7","PHYSICS, MULTIDISCIPLINARY","2025"
"IEEE Embedded Systems Letters","1943-0663","Q3","1.7","Multiple","2025"
"IEEE Embedded Systems Letters","1943-0671","Q3","1.7","Multiple","2025"
"International Journal of Fashion Design Technology and Education","1754-3266","Q2","1.7","Multiple","2025"
"International Journal of Fashion Design Technology and Education","1754-3274","Q2","1.7","Multiple","2025"
"Landscape Research","0142-6397","Q2","1.7","Multiple","2025"
"Landscape Research","1469-9710","Q2","1.7","Multiple","2025"
"REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH","1020-4989","Q3","1.7","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH","1680-5348","Q3","1.7","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"Urban Planning","2183-7635","Q3","1.7","URBAN STUDIES","2025"
"BIOMEDICAL CHROMATOGRAPHY","0269-3879","Q3","1.7","Multiple","2025"
"BIOMEDICAL CHROMATOGRAPHY","1099-0801","Q3","1.7","Multiple","2025"
"BMC Research Notes","N/A","Q2","1.7","MULTIDISCIPLINARY SCIENCES","2025"
"BMC Research Notes","1756-0500","Q2","1.7","MULTIDISCIPLINARY SCIENCES","2025"
"CURRENT NEUROVASCULAR RESEARCH","1567-2026","Q3","1.7","Multiple","2025"
"CURRENT NEUROVASCULAR RESEARCH","1875-5739","Q3","1.7","Multiple","2025"
"JOURNAL OF ECONOMICS AND FINANCE","1055-0925","Q2","1.7","Multiple","2025"
"JOURNAL OF ECONOMICS AND FINANCE","1938-9744","Q2","1.7","Multiple","2025"
"JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS","0953-4075","Q3","1.7","Multiple","2025"
"JOURNAL OF PHYSICS B-ATOMIC MOLECULAR AND OPTICAL PHYSICS","1361-6455","Q3","1.7","Multiple","2025"
"Journal of Tax Reform","2412-8872","Q3","1.7","BUSINESS, FINANCE","2025"
"Journal of Tax Reform","2414-9497","Q3","1.7","BUSINESS, FINANCE","2025"
"PLANT SYSTEMATICS AND EVOLUTION","0378-2697","Q3","1.7","Multiple","2025"
"PLANT SYSTEMATICS AND EVOLUTION","1615-6110","Q3","1.7","Multiple","2025"
"Polish Journal of Microbiology","1733-1331","Q4","1.7","MICROBIOLOGY","2025"
"Polish Journal of Microbiology","2544-4646","Q4","1.7","MICROBIOLOGY","2025"
"SPECTROSCOPY","0887-6703","Q3","1.7","SPECTROSCOPY","2025"
"SPECTROSCOPY","N/A","Q3","1.7","SPECTROSCOPY","2025"
"AMERICAN JOURNAL OF MEDICAL GENETICS PART A","1552-4825","Q4","1.7","GENETICS & HEREDITY","2025"
"AMERICAN JOURNAL OF MEDICAL GENETICS PART A","1552-4833","Q4","1.7","GENETICS & HEREDITY","2025"
"American Journal of Nuclear Medicine and Molecular Imaging","2160-8407","Q3","1.7","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","2025"
"Central Bank Review","1303-0701","Q2","1.7","ECONOMICS","2025"
"Central Bank Review","1305-8800","Q2","1.7","ECONOMICS","2025"
"Discover Life","2948-2968","Q3","1.7","BIOLOGY","2025"
"Discover Life","2948-2976","Q3","1.7","BIOLOGY","2025"
"INDIAN JOURNAL OF PHYSICS","0973-1458","Q3","1.7","PHYSICS, MULTIDISCIPLINARY","2025"
"INDIAN JOURNAL OF PHYSICS","0974-9845","Q3","1.7","PHYSICS, MULTIDISCIPLINARY","2025"
"Italian Economic Journal","2199-322X","Q2","1.7","ECONOMICS","2025"
"Italian Economic Journal","2199-3238","Q2","1.7","ECONOMICS","2025"
"Journal of Mental Health Policy and Economics","1091-4358","Q3","1.7","Multiple","2025"
"Journal of Mental Health Policy and Economics","1099-176X","Q3","1.7","Multiple","2025"
"MARKETING LETTERS","0923-0645","Q3","1.7","BUSINESS","2025"
"MARKETING LETTERS","1573-059X","Q3","1.7","BUSINESS","2025"
"Brachytherapy","1538-4721","Q3","1.7","Multiple","2025"
"Brachytherapy","1873-1449","Q3","1.7","Multiple","2025"
"BUILDING ACOUSTICS","1351-010X","Q2","1.7","ACOUSTICS","2025"
"BUILDING ACOUSTICS","2059-8025","Q2","1.7","ACOUSTICS","2025"
"DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS","0095-0033","Q2","1.7","INFORMATION SCIENCE & LIBRARY SCIENCE","2025"
"DATA BASE FOR ADVANCES IN INFORMATION SYSTEMS","1532-0936","Q2","1.7","INFORMATION SCIENCE & LIBRARY SCIENCE","2025"
"Enfermeria Intensiva","1130-2399","Q3","1.7","Multiple","2025"
"Enfermeria Intensiva","1578-1291","Q3","1.7","Multiple","2025"
"Journal of Banking Regulation","1745-6452","Q3","1.7","BUSINESS, FINANCE","2025"
"Journal of Banking Regulation","1750-2071","Q3","1.7","BUSINESS, FINANCE","2025"
"JOURNAL OF BIOSCIENCES","0250-5991","Q3","1.7","BIOLOGY","2025"
"JOURNAL OF BIOSCIENCES","0973-7138","Q3","1.7","BIOLOGY","2025"
"Leukos","1550-2724","Q3","1.7","Multiple","2025"
"Leukos","1550-2716","Q3","1.7","Multiple","2025"
"Ships and Offshore Structures","1744-5302","Q2","1.7","ENGINEERING, MARINE","2025"
"Ships and Offshore Structures","1754-212X","Q2","1.7","ENGINEERING, MARINE","2025"
"SOFTWARE TESTING VERIFICATION & RELIABILITY","0960-0833","Q3","1.7","COMPUTER SCIENCE, SOFTWARE ENGINEERING","2025"
"SOFTWARE TESTING VERIFICATION & RELIABILITY","1099-1689","Q3","1.7","COMPUTER SCIENCE, SOFTWARE ENGINEERING","2025"
"Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology","0004-1254","Q3","1.7","Multiple","2025"
"Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology","1848-6312","Q3","1.7","Multiple","2025"
"Food Webs","2352-2496","Q3","1.7","Multiple","2025"
"INDIAN JOURNAL OF DERMATOLOGY","0019-5154","Q3","1.7","DERMATOLOGY","2025"
"INDIAN JOURNAL OF DERMATOLOGY","1998-3611","Q3","1.7","DERMATOLOGY","2025"
"Iranian Journal of Pharmaceutical Research","1735-0328","Q3","1.7","PHARMACOLOGY & PHARMACY","2025"
"Iranian Journal of Pharmaceutical Research","1726-6890","Q3","1.7","PHARMACOLOGY & PHARMACY","2025"
"Journal of Breast Imaging","2631-6110","Q3","1.7","Multiple","2025"
"Journal of Breast Imaging","2631-6129","Q3","1.7","Multiple","2025"
"Journal of Crop Science and Biotechnology","1975-9479","Q3","1.7","PLANT SCIENCES","2025"
"Journal of Crop Science and Biotechnology","2005-8276","Q3","1.7","PLANT SCIENCES","2025"
"JOURNAL OF HYDRAULIC RESEARCH","0022-1686","Q3","1.7","Multiple","2025"
"JOURNAL OF HYDRAULIC RESEARCH","1814-2079","Q3","1.7","Multiple","2025"
"Open Agriculture","2391-9531","Q2","1.7","AGRICULTURE, MULTIDISCIPLINARY","2025"
"Willdenowia","0511-9618","Q3","1.7","PLANT SCIENCES","2025"
"Willdenowia","N/A","Q3","1.7","PLANT SCIENCES","2025"
"Current Treatment Options in Allergy","N/A","Q3","1.7","ALLERGY","2025"
"Current Treatment Options in Allergy","2196-3053","Q3","1.7","ALLERGY","2025"
"Frontiers in Sustainable Tourism","N/A","Q3","1.7","HOSPITALITY, LEISURE, SPORT & TOURISM","2025"
"Frontiers in Sustainable Tourism","2813-2815","Q3","1.7","HOSPITALITY, LEISURE, SPORT & TOURISM","2025"
"Journal of Grey System","0957-3720","Q3","1.7","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","2025"
"Journal of Grey System","N/A","Q3","1.7","MATHEMATICS, INTERDISCIPLINARY APPLICATIONS","2025"
"JOURNAL OF IMMUNOLOGICAL METHODS","0022-1759","Q4","1.7","Multiple","2025"
"JOURNAL OF IMMUNOLOGICAL METHODS","1872-7905","Q4","1.7","Multiple","2025"
"Journal of Lasers in Medical Sciences","2008-9783","Q3","1.7","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","2025"
"Journal of Lasers in Medical Sciences","2228-6721","Q3","1.7","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","2025"
"Journal of Smoking Cessation","N/A","Q3","1.7","SUBSTANCE ABUSE","2025"
"Journal of Smoking Cessation","1834-2612","Q3","1.7","SUBSTANCE ABUSE","2025"
"Journal of Sustainable Water in the Built Environment","2379-6111","Q4","1.7","WATER RESOURCES","2025"
"Medical Dosimetry","0958-3947","Q3","1.7","Multiple","2025"
"Medical Dosimetry","1873-4022","Q3","1.7","Multiple","2025"
"Pain Management","1758-1869","Q3","1.7","CLINICAL NEUROLOGY","2025"
"Pain Management","1758-1877","Q3","1.7","CLINICAL NEUROLOGY","2025"
"Reports of Practical Oncology and Radiotherapy","1507-1367","Q3","1.7","Multiple","2025"
"Reports of Practical Oncology and Radiotherapy","2083-4640","Q3","1.7","Multiple","2025"
"BREEDING SCIENCE","1344-7610","Q2","1.7","Multiple","2025"
"BREEDING SCIENCE","1347-3735","Q2","1.7","Multiple","2025"
"BRITISH JOURNAL OF HOSPITAL MEDICINE","1750-8460","Q2","1.7","MEDICINE, GENERAL & INTERNAL","2025"
"BRITISH JOURNAL OF HOSPITAL MEDICINE","1759-7390","Q2","1.7","MEDICINE, GENERAL & INTERNAL","2025"
"Egyptian Journal of Botany","0375-9237","Q3","1.7","PLANT SCIENCES","2025"
"Egyptian Journal of Botany","2357-0350","Q3","1.7","PLANT SCIENCES","2025"
"SCIENTIA AGRICOLA","1678-992X","Q2","1.7","AGRICULTURE, MULTIDISCIPLINARY","2025"
"SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL","0037-5497","Q3","1.7","Multiple","2025"
"SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL","1741-3133","Q3","1.7","Multiple","2025"
"ACM Transactions on Parallel Computing","2329-4949","Q3","1.7","COMPUTER SCIENCE, THEORY & METHODS","2025"
"ACM Transactions on Parallel Computing","2329-4957","Q3","1.7","COMPUTER SCIENCE, THEORY & METHODS","2025"
"ACTA OPTICA SINICA","0253-2239","Q3","1.7","OPTICS","2025"
"Australasian Psychiatry","1039-8562","Q3","1.7","PSYCHIATRY","2025"
"Australasian Psychiatry","1440-1665","Q3","1.7","PSYCHIATRY","2025"
"CANADIAN JOURNAL OF PLANT SCIENCE","0008-4220","Q2","1.7","Multiple","2025"
"CANADIAN JOURNAL OF PLANT SCIENCE","1918-1833","Q2","1.7","Multiple","2025"
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING","1386-2073","Q3","1.7","Multiple","2025"
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING","1875-5402","Q3","1.7","Multiple","2025"
"Current Obstetrics and Gynecology Reports","2161-3303","Q3","1.7","OBSTETRICS & GYNECOLOGY","2025"
"GEOPHYSICAL PROSPECTING","0016-8025","Q3","1.7","GEOCHEMISTRY & GEOPHYSICS","2025"
"GEOPHYSICAL PROSPECTING","1365-2478","Q3","1.7","GEOCHEMISTRY & GEOPHYSICS","2025"
"Journal of Research in Medical Sciences","1735-1995","Q2","1.7","MEDICINE, GENERAL & INTERNAL","2025"
"Journal of Research in Medical Sciences","1735-7136","Q2","1.7","MEDICINE, GENERAL & INTERNAL","2025"
"JOURNAL OF SOUTH AMERICAN EARTH SCIENCES","0895-9811","Q3","1.7","GEOSCIENCES, MULTIDISCIPLINARY","2025"
"JOURNAL OF SOUTH AMERICAN EARTH SCIENCES","1873-0647","Q3","1.7","GEOSCIENCES, MULTIDISCIPLINARY","2025"
"Kompleksnoe Ispolzovanie Mineralnogo Syra","2224-5243","Q3","1.7","Multiple","2025"
"Kompleksnoe Ispolzovanie Mineralnogo Syra","2616-6445","Q3","1.7","Multiple","2025"
"Phytochemistry Letters","1874-3900","Q3","1.7","Multiple","2025"
"Phytochemistry Letters","1876-7486","Q3","1.7","Multiple","2025"
"South African Journal of Accounting Research","1029-1954","Q3","1.7","BUSINESS, FINANCE","2025"
"South African Journal of Accounting Research","2376-3981","Q3","1.7","BUSINESS, FINANCE","2025"
"TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES","1017-0839","Q3","1.7","Multiple","2025"
"TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES","2311-7680","Q3","1.7","Multiple","2025"
"ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES","1025-6016","Q3","1.7","Multiple","2025"
"ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES","1477-2639","Q3","1.7","Multiple","2025"
"Journal of Basic and Applied Zoology","2090-9896","Q3","1.7","BIOLOGY","2025"
"Journal of Basic and Applied Zoology","2090-990X","Q3","1.7","BIOLOGY","2025"
"Journal of the American College of Clinical Pharmacy","N/A","Q3","1.7","PHARMACOLOGY & PHARMACY","2025"
"Journal of the American College of Clinical Pharmacy","2574-9870","Q3","1.7","PHARMACOLOGY & PHARMACY","2025"
"Notulae Botanicae Horti Agrobotanici Cluj-Napoca","0255-965X","Q3","1.7","PLANT SCIENCES","2025"
"Notulae Botanicae Horti Agrobotanici Cluj-Napoca","1842-4309","Q3","1.7","PLANT SCIENCES","2025"
"Open Geosciences","2391-5447","Q3","1.7","GEOSCIENCES, MULTIDISCIPLINARY","2025"
"Polar Geography","1088-937X","Q3","1.7","GEOGRAPHY, PHYSICAL","2025"
"Polar Geography","1939-0513","Q3","1.7","GEOGRAPHY, PHYSICAL","2025"
"ZYGOTE","0967-1994","Q3","1.7","Multiple","2025"
"ZYGOTE","1469-8730","Q3","1.7","Multiple","2025"
"ADVANCED ROBOTICS","0169-1864","Q4","1.7","ROBOTICS","2025"
"ADVANCED ROBOTICS","1568-5535","Q4","1.7","ROBOTICS","2025"
"CANADIAN JOURNAL OF SOIL SCIENCE","0008-4271","Q4","1.7","SOIL SCIENCE","2025"
"CANADIAN JOURNAL OF SOIL SCIENCE","1918-1841","Q4","1.7","SOIL SCIENCE","2025"
"International Journal of Wireless Information Networks","1068-9605","Q4","1.7","TELECOMMUNICATIONS","2025"
"International Journal of Wireless Information Networks","1572-8129","Q4","1.7","TELECOMMUNICATIONS","2025"
"Journal of Asset Management","1470-8272","Q3","1.7","BUSINESS, FINANCE","2025"
"Journal of Asset Management","1479-179X","Q3","1.7","BUSINESS, FINANCE","2025"
"Journal of Low Power Electronics and Applications","N/A","Q3","1.7","ENGINEERING, ELECTRICAL & ELECTRONIC","2025"
"Journal of Low Power Electronics and Applications","2079-9268","Q3","1.7","ENGINEERING, ELECTRICAL & ELECTRONIC","2025"
"Managing Sport and Leisure","2375-0472","Q3","1.7","MANAGEMENT","2025"
"Managing Sport and Leisure","2375-0480","Q3","1.7","MANAGEMENT","2025"
"MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE","0027-0520","Q2","1.7","POLITICAL SCIENCE","2025"
"Biopreservation and Biobanking","1947-5535","Q3","1.7","Multiple","2025"
"Biopreservation and Biobanking","1947-5543","Q3","1.7","Multiple","2025"
"COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS","0010-3624","Q2","1.7","Multiple","2025"
"COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS","1532-2416","Q2","1.7","Multiple","2025"
"Construction Economics and Building","1835-6354","Q3","1.7","MANAGEMENT","2025"
"Construction Economics and Building","1837-9133","Q3","1.7","MANAGEMENT","2025"
"Egyptian Journal of Agronomy","0379-3575","Q2","1.7","AGRONOMY","2025"
"Egyptian Journal of Agronomy","2357-0288","Q2","1.7","AGRONOMY","2025"
"European Journal of Education and Psychology","1888-8992","Q3","1.7","PSYCHOLOGY, EDUCATIONAL","2025"
"European Journal of Education and Psychology","1989-2209","Q3","1.7","PSYCHOLOGY, EDUCATIONAL","2025"
"Journal of Algorithms & Computational Technology","1748-3018","Q4","1.7","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","2025"
"Journal of Algorithms & Computational Technology","1748-3026","Q4","1.7","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","2025"
"Journal of Behavioral Finance","1542-7560","Q2","1.7","Multiple","2025"
"Journal of Behavioral Finance","1542-7579","Q2","1.7","Multiple","2025"
"Journal of Cryptographic Engineering","2190-8508","Q3","1.7","COMPUTER SCIENCE, THEORY & METHODS","2025"
"Journal of Cryptographic Engineering","2190-8516","Q3","1.7","COMPUTER SCIENCE, THEORY & METHODS","2025"
"TURKISH JOURNAL OF BIOLOGY","1300-0152","Q3","1.7","BIOLOGY","2025"
"TURKISH JOURNAL OF BIOLOGY","1303-6092","Q3","1.7","BIOLOGY","2025"
"Brazilian Journal of Botany","0100-8404","Q3","1.7","PLANT SCIENCES","2025"
"Brazilian Journal of Botany","1806-9959","Q3","1.7","PLANT SCIENCES","2025"
"Clinical Teacher","1743-4971","Q3","1.7","MEDICINE, RESEARCH & EXPERIMENTAL","2025"
"Clinical Teacher","1743-498X","Q3","1.7","MEDICINE, RESEARCH & EXPERIMENTAL","2025"
"Cybernetics and Information Technologies","1311-9702","Q3","1.7","COMPUTER SCIENCE, INFORMATION SYSTEMS","2025"
"Cybernetics and Information Technologies","1314-4081","Q3","1.7","COMPUTER SCIENCE, INFORMATION SYSTEMS","2025"
"IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE","1094-6969","Q3","1.7","Multiple","2025"
"IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE","1941-0123","Q3","1.7","Multiple","2025"
"Journal of Environmental Economics and Policy","2160-6544","Q4","1.7","ENVIRONMENTAL STUDIES","2025"
"Journal of Environmental Economics and Policy","2160-6552","Q4","1.7","ENVIRONMENTAL STUDIES","2025"
